date,lat,lon,co
07/02/2018 08:24:03,19.33057,-99.186855,2.959
07/02/2018 08:24:04,19.33057,-99.18683,2.977
07/02/2018 08:24:05,19.330565,-99.18683,2.995
07/02/2018 08:24:06,19.33056,-99.18683,3.013
07/02/2018 08:24:07,19.33055667,-99.18683,3.031
07/02/2018 08:24:08,19.33055333,-99.18683,3.049
07/02/2018 08:24:09,19.33055,-99.18683,3.067
07/02/2018 08:24:10,19.330545,-99.186835,3.085
07/02/2018 08:24:11,19.33054,-99.18684,3.103
07/02/2018 08:24:12,19.33053333,-99.18685333,3.121
07/02/2018 08:24:13,19.33052667,-99.18686667,3.139
07/02/2018 08:24:14,19.33052,-99.18688,3.157
07/02/2018 08:24:15,19.33051667,-99.18692,3.175
07/02/2018 08:24:16,19.33051333,-99.18696,3.193
07/02/2018 08:24:17,19.33051,-99.187,3.211
07/02/2018 08:24:18,19.33052,-99.187065,3.229
07/02/2018 08:24:19,19.33053,-99.18713,3.247
07/02/2018 08:24:20,19.3305,-99.1872,3.265
07/02/2018 08:24:21,19.33047,-99.18727,3.283
07/02/2018 08:24:22,19.33044,-99.18734,3.301
07/02/2018 08:24:23,19.33043333,-99.18741333,3.319
07/02/2018 08:24:24,19.33042667,-99.18748667,3.337
07/02/2018 08:24:25,19.33042,-99.18756,3.355
07/02/2018 08:24:26,19.33041667,-99.18764667,3.374
07/02/2018 08:24:27,19.33041333,-99.18773333,3.392
07/02/2018 08:24:28,19.33041,-99.18782,3.411
07/02/2018 08:24:29,19.33040333,-99.1879,3.429
07/02/2018 08:24:30,19.33039667,-99.18798,3.448
07/02/2018 08:24:31,19.33039,-99.18806,3.466
07/02/2018 08:24:32,19.330385,-99.188135,3.485
07/02/2018 08:24:33,19.33038,-99.18821,3.503
07/02/2018 08:24:34,19.33037667,-99.18828667,3.521
07/02/2018 08:24:35,19.33037333,-99.18836333,3.540
07/02/2018 08:24:36,19.33037,-99.18844,3.558
07/02/2018 08:24:37,19.33036667,-99.18849,3.577
07/02/2018 08:24:38,19.33036333,-99.18854,3.595
07/02/2018 08:24:39,19.33036,-99.18859,3.614
07/02/2018 08:24:40,19.33038,-99.18868,3.632
07/02/2018 08:24:41,19.3304,-99.18877,3.650
07/02/2018 08:24:42,19.33042,-99.18886,3.669
07/02/2018 08:24:43,19.33045,-99.18890333,3.687
07/02/2018 08:24:44,19.33048,-99.18894667,3.706
07/02/2018 08:24:45,19.33051,-99.18899,3.724
07/02/2018 08:24:46,19.330545,-99.18903,3.743
07/02/2018 08:24:47,19.33058,-99.18907,3.761
07/02/2018 08:24:48,19.33062,-99.18909,3.779
07/02/2018 08:24:49,19.33066,-99.18911,3.798
07/02/2018 08:24:50,19.3307,-99.18913,3.816
07/02/2018 08:24:51,19.330755,-99.18914,3.835
07/02/2018 08:24:52,19.33081,-99.18915,3.853
