date,lat,lon,co
07/02/2018 08:22:58,19.33053,-99.186955,3.679
07/02/2018 08:22:59,19.33051,-99.18698,3.665
07/02/2018 08:23:00,19.33051,-99.18698,3.650
07/02/2018 08:23:01,19.33049,-99.18701,3.635
07/02/2018 08:23:02,19.33049,-99.18704,3.620
07/02/2018 08:23:03,19.33048,-99.18707,3.605
07/02/2018 08:23:04,19.33047,-99.18711,3.591
07/02/2018 08:23:05,19.33047,-99.18714,3.576
07/02/2018 08:23:06,19.33046,-99.18716,3.561
07/02/2018 08:23:07,19.33047,-99.1872,3.546
07/02/2018 08:23:08,19.33049,-99.18725,3.531
07/02/2018 08:23:09,19.3305,-99.18729,3.517
07/02/2018 08:23:10,19.3305,-99.18732,3.502
07/02/2018 08:23:11,19.3305,-99.18736,3.487
07/02/2018 08:23:12,19.3305,-99.1874,3.472
07/02/2018 08:23:13,19.3305,-99.18745,3.457
07/02/2018 08:23:14,19.3305,-99.18749,3.442
07/02/2018 08:23:15,19.3305,-99.18753,3.428
07/02/2018 08:23:16,19.3305,-99.18757,3.413
07/02/2018 08:23:17,19.3305,-99.18762,3.398
07/02/2018 08:23:18,19.3305,-99.18768,3.383
07/02/2018 08:23:19,19.33051,-99.18772,3.368
07/02/2018 08:23:20,19.33051,-99.18775,3.354
07/02/2018 08:23:21,19.3305,-99.18779,3.339
07/02/2018 08:23:22,19.33049,-99.18783,3.324
07/02/2018 08:23:23,19.33049,-99.18787,3.309
07/02/2018 08:23:24,19.33048,-99.18791,3.309
07/02/2018 08:23:25,19.33048,-99.18795,3.309
07/02/2018 08:23:26,19.33048,-99.18798,3.309
07/02/2018 08:23:27,19.33048,-99.18802,3.309
07/02/2018 08:23:28,19.33047,-99.18805,3.309
07/02/2018 08:23:29,19.33047,-99.18808,3.309
07/02/2018 08:23:30,19.33046,-99.18812,3.309
07/02/2018 08:23:31,19.33045,-99.18816,3.309
07/02/2018 08:23:32,19.33043,-99.18819,3.309
07/02/2018 08:23:33,19.33043,-99.18822,3.309
07/02/2018 08:23:34,19.33042,-99.18825,3.309
07/02/2018 08:23:35,19.33041,-99.18828,3.309
07/02/2018 08:23:36,19.33041,-99.18832,3.309
07/02/2018 08:23:37,19.3304,-99.18836,3.309
07/02/2018 08:23:38,19.33039,-99.18842,3.309
07/02/2018 08:23:39,19.33038,-99.18845,3.309
07/02/2018 08:23:40,19.33036,-99.18849,3.309
07/02/2018 08:23:41,19.33036,-99.18851,3.309
07/02/2018 08:23:42,19.33036,-99.18854,3.309
07/02/2018 08:23:43,19.33036,-99.18857,3.309
07/02/2018 08:23:44,19.33037,-99.18862,3.309
07/02/2018 08:23:45,19.33037,-99.18866,3.309
07/02/2018 08:23:46,19.33038,-99.1887,3.309
07/02/2018 08:23:47,19.33038,-99.18873,3.309
07/02/2018 08:23:48,19.3304,-99.18877,3.309
07/02/2018 08:23:49,19.33042,-99.18881,3.309
07/02/2018 08:23:50,19.33045,-99.18887,3.309
07/02/2018 08:23:51,19.33047,-99.18891,3.309
07/02/2018 08:23:52,19.33049,-99.18893,3.309
07/02/2018 08:23:53,19.33053,-99.18894,3.332
07/02/2018 08:23:54,19.33057,-99.18896,3.354
07/02/2018 08:23:55,19.3306,-99.18899,3.376
07/02/2018 08:23:56,19.33064,-99.18902,3.399
07/02/2018 08:23:57,19.3307,-99.18904,3.421
07/02/2018 08:23:58,19.33075,-99.18907,3.444
07/02/2018 08:23:59,19.33079,-99.18909,3.466
07/02/2018 08:24:00,19.33083,-99.18911,3.488
07/02/2018 08:24:01,19.33088,-99.18911,3.511
07/02/2018 08:24:02,19.33092,-99.18911,3.533
07/02/2018 08:24:03,19.33096,-99.18912,3.555
07/02/2018 08:24:04,19.331,-99.18913,3.578
07/02/2018 08:24:05,19.33104,-99.18913,3.600
07/02/2018 08:24:06,19.33108,-99.18914,3.623
07/02/2018 08:24:07,19.33112,-99.18914,3.645
07/02/2018 08:24:08,19.33116,-99.18915,3.667
07/02/2018 08:24:09,19.33121,-99.18915,3.690
07/02/2018 08:24:10,19.33125,-99.18915,3.712
07/02/2018 08:24:11,19.3313,-99.18915,3.735
