date,lat,lon,co
07/02/2018 14:11:38,19.33056,-99.18688,1.857
07/02/2018 14:11:39,19.33055,-99.18689,1.857
07/02/2018 14:11:40,19.33055,-99.18691,1.857
07/02/2018 14:11:41,19.33054,-99.18693,1.857
07/02/2018 14:11:42,19.33054,-99.18694,1.857
07/02/2018 14:11:43,19.33054,-99.18696,1.857
07/02/2018 14:11:44,19.33054,-99.18698,1.857
07/02/2018 14:11:45,19.33053,-99.187,1.857
07/02/2018 14:11:46,19.33053,-99.18702,1.857
07/02/2018 14:11:47,19.33053,-99.18704,1.857
07/02/2018 14:11:48,19.33053,-99.18705,1.857
07/02/2018 14:11:49,19.33053,-99.18707,1.878
07/02/2018 14:11:50,19.33053,-99.18709,1.899
07/02/2018 14:11:51,19.33053,-99.18711,1.919
07/02/2018 14:11:52,19.33053,-99.18713,1.940
07/02/2018 14:11:53,19.33053,-99.18714,1.961
07/02/2018 14:11:54,19.33053,-99.18713,1.981
07/02/2018 14:11:55,19.33053,-99.18713,2.002
07/02/2018 14:11:56,19.33053,-99.18716,2.023
07/02/2018 14:11:57,19.33053,-99.18718,2.043
07/02/2018 14:11:58,19.33052,-99.1872,2.064
07/02/2018 14:11:59,19.33052,-99.18723,2.085
07/02/2018 14:12:00,19.33052,-99.18726,2.105
07/02/2018 14:12:01,19.33052,-99.18727,2.126
07/02/2018 14:12:02,19.33052,-99.18729,2.147
07/02/2018 14:12:03,19.33052,-99.18731,2.167
07/02/2018 14:12:04,19.33052,-99.18733,2.188
07/02/2018 14:12:05,19.33052,-99.18736,2.208
07/02/2018 14:12:06,19.33051,-99.18739,2.229
07/02/2018 14:12:07,19.33051,-99.18741,2.250
07/02/2018 14:12:08,19.33051,-99.18743,2.270
07/02/2018 14:12:09,19.3305,-99.18746,2.291
07/02/2018 14:12:10,19.3305,-99.18748,2.312
07/02/2018 14:12:11,19.33049,-99.18751,2.332
07/02/2018 14:12:12,19.33049,-99.18754,2.353
07/02/2018 14:12:13,19.33048,-99.18757,2.374
07/02/2018 14:12:14,19.33048,-99.18761,2.394
07/02/2018 14:12:15,19.33047,-99.18764,2.415
07/02/2018 14:12:16,19.33047,-99.18767,2.436
07/02/2018 14:12:17,19.33047,-99.1877,2.456
07/02/2018 14:12:18,19.33047,-99.18773,2.477
07/02/2018 14:12:19,19.33047,-99.18776,2.450
07/02/2018 14:12:20,19.33047,-99.18779,2.422
07/02/2018 14:12:21,19.33047,-99.18783,2.395
07/02/2018 14:12:22,19.33047,-99.18786,2.368
07/02/2018 14:12:23,19.33047,-99.18789,2.341
07/02/2018 14:12:24,19.33046,-99.18793,2.313
07/02/2018 14:12:25,19.33046,-99.18796,2.286
07/02/2018 14:12:26,19.33046,-99.18799,2.259
07/02/2018 14:12:27,19.33045,-99.18803,2.232
07/02/2018 14:12:28,19.33045,-99.18807,2.204
07/02/2018 14:12:29,19.33044,-99.1881,2.177
07/02/2018 14:12:30,19.33044,-99.18813,2.150
07/02/2018 14:12:31,19.33044,-99.18817,2.123
07/02/2018 14:12:32,19.33044,-99.1882,2.095
07/02/2018 14:12:33,19.33043,-99.18823,2.068
07/02/2018 14:12:34,19.33043,-99.18826,2.041
07/02/2018 14:12:35,19.33042,-99.18831,2.014
07/02/2018 14:12:36,19.33042,-99.18835,1.986
07/02/2018 14:12:37,19.33041,-99.18838,1.959
07/02/2018 14:12:38,19.33041,-99.18841,1.932
07/02/2018 14:12:39,19.3304,-99.18844,1.905
07/02/2018 14:12:40,19.3304,-99.18848,1.878
07/02/2018 14:12:41,19.3304,-99.18852,1.850
07/02/2018 14:12:42,19.3304,-99.18855,1.823
07/02/2018 14:12:43,19.3304,-99.18859,1.796
07/02/2018 14:12:44,19.33041,-99.18863,1.769
07/02/2018 14:12:45,19.33042,-99.18866,1.741
07/02/2018 14:12:46,19.33042,-99.18869,1.714
07/02/2018 14:12:47,19.33043,-99.18872,1.687
07/02/2018 14:12:48,19.33044,-99.18875,1.660
07/02/2018 14:12:49,19.33045,-99.18878,1.653
07/02/2018 14:12:50,19.33047,-99.18881,1.646
07/02/2018 14:12:51,19.33049,-99.18884,1.639
07/02/2018 14:12:52,19.33051,-99.18887,1.632
07/02/2018 14:12:53,19.33053,-99.18889,1.625
07/02/2018 14:12:54,19.33055,-99.18892,1.618
07/02/2018 14:12:55,19.33058,-99.18894,1.611
07/02/2018 14:12:56,19.33061,-99.18897,1.604
07/02/2018 14:12:57,19.33064,-99.189,1.597
07/02/2018 14:12:58,19.33067,-99.18902,1.590
07/02/2018 14:12:59,19.33071,-99.18903,1.583
